DATE,TIME,CLOSE,HIGH,LOW,OPEN,VOLUME
2015-12-28,10:40,106.525,106.56,106.5101,106.54,36449
2015-12-28,10:41,106.52,106.545,106.51,106.52,87592
2015-12-28,10:42,106.53,106.57,106.52,106.528,69027
2015-12-28,10:43,106.5,106.53,106.5,106.529,68463
2015-12-28,10:44,106.5062,106.54,106.5,106.5,63207
2015-12-28,10:45,106.5498,106.58,106.5,106.5062,108465
2015-12-28,10:46,106.64,106.64,106.51,106.54,89101
2015-12-28,10:47,106.52,106.65,106.49,106.64,125420
2015-12-28,10:48,106.5,106.53,106.5,106.51,71802
2015-12-28,10:49,106.385,106.51,106.37,106.509,154061
2015-12-28,10:50,106.32,106.4,106.32,106.38,135035
2015-12-28,10:51,106.385,106.41,106.32,106.33,89483
2015-12-28,10:52,106.4543,106.49,106.385,106.395,64240
2015-12-28,10:53,106.37,106.479,106.36,106.455,47033
2015-12-28,10:54,106.3299,106.3699,106.29,106.35,76593
2015-12-28,10:55,106.25,106.34,106.25,106.33,64764
2015-12-28,10:56,106.19,106.28,106.1807,106.26,102963
2015-12-28,10:57,106.201,106.23,106.1815,106.21,67549
2015-12-28,10:58,106.2731,106.3,106.2,106.202,100749
2015-12-28,10:59,106.22,106.28,106.2,106.27,34530
2015-12-28,11:00,106.205,106.24,106.2,106.2101,71514
2015-12-28,11:01,106.21,106.26,106.2,106.2,57932
2015-12-28,11:02,106.247,106.254,106.2,106.215,42971
2015-12-28,11:03,106.305,106.31,106.244,106.244,41595
2015-12-28,11:04,106.39,106.3999,106.3,106.305,91394
2015-12-28,11:05,106.369,106.435,106.35,106.4,67638
2015-12-28,11:06,106.41,106.46,106.3899,106.39,67024
2015-12-28,11:07,106.405,106.42,106.35,106.41,45825
2015-12-28,11:08,106.39,106.415,106.36,106.4001,33285
2015-12-28,11:09,106.41,106.43,106.36,106.39,60545
2015-12-28,11:10,106.51,106.5298,106.42,106.4227,78709
2015-12-28,11:11,106.48,106.52,106.47,106.5,69282
2015-12-28,11:12,106.5001,106.51,106.45,106.4703,58247
2015-12-28,11:13,106.53,106.54,106.48,106.51,36765
2015-12-28,11:14,106.619,106.6399,106.53,106.54,58946
2015-12-28,11:15,106.631,106.64,106.58,106.62,68712
2015-12-28,11:16,106.69,106.71,106.64,106.64,94251
2015-12-28,11:17,106.69,106.72,106.6727,106.69,57127
2015-12-28,11:18,106.6859,106.73,106.675,106.69,53159
2015-12-28,11:19,106.67,106.7,106.625,106.69,54648
2015-12-28,11:20,106.6327,106.6899,106.625,106.665,27391
2015-12-28,11:21,106.65,106.67,106.63,106.63,24814
2015-12-28,11:22,106.6899,106.7,106.63,106.64,39452
2015-12-28,11:23,106.76,106.77,106.69,106.69,118164
2015-12-28,11:24,106.7467,106.77,106.72,106.76,61591
2015-12-28,11:25,106.832,106.84,106.7427,106.745,74162
2015-12-28,11:26,106.85,106.8789,106.82,106.83,72652
2015-12-28,11:27,106.875,106.91,106.841,106.858,102956
2015-12-28,11:28,106.95,106.95,106.87,106.87,76624
2015-12-28,11:29,106.99,106.99,106.93,106.9401,66098
2015-12-28,11:30,107.0102,107.03,106.98,106.98,137848
2015-12-28,11:31,106.965,107.07,106.96,107.015,121907
2015-12-28,11:32,106.96,106.98,106.92,106.9608,62939
2015-12-28,11:33,106.96,106.98,106.9402,106.9699,41225
2015-12-28,11:34,106.93,106.97,106.92,106.96,33594
2015-12-28,11:35,106.95,106.98,106.92,106.93,48923
2015-12-28,11:36,106.979,106.99,106.93,106.94,48283
2015-12-28,11:37,107.07,107.08,106.975,106.98,90681
2015-12-28,11:38,107.09,107.1,107.06,107.08,101622
2015-12-28,11:39,107.0937,107.11,107.07,107.09,52160
2015-12-28,11:40,107.03,107.11,107.011,107.1,45143
2015-12-28,11:41,106.985,107.03,106.95,107.02,50205
2015-12-28,11:42,106.995,107.03,106.98,106.985,49956
2015-12-28,11:43,106.97,107.0232,106.96,107,25883
2015-12-28,11:44,106.99,107,106.96,106.97,26170
2015-12-28,11:45,107.0565,107.06,106.99,106.995,37828
2015-12-28,11:46,107.065,107.1,107.05,107.055,87822
2015-12-28,11:47,107.05,107.07,107.04,107.0601,26077
2015-12-28,11:48,107.025,107.06,107.01,107.0499,23570
2015-12-28,11:49,107.045,107.06,106.975,107.02,51101
2015-12-28,11:50,107.034,107.08,107.02,107.05,40786
2015-12-28,11:51,107.0963,107.1,107.01,107.03,31456
2015-12-28,11:52,107.19,107.22,107.095,107.1,139028
2015-12-28,11:53,107.2,107.22,107.18,107.19,102089
2015-12-28,11:54,107.2,107.21,107.15,107.205,61993
2015-12-28,11:55,107.1748,107.22,107.16,107.2,36157
2015-12-28,11:56,107.23,107.24,107.17,107.19,57497
2015-12-28,11:57,107.2501,107.28,107.23,107.24,93197
2015-12-28,11:58,107.131,107.26,107.131,107.26,101173
2015-12-28,11:59,107.14,107.15,107.13,107.1327,23542
2015-12-28,12:00,107.17,107.22,107.145,107.145,60268
2015-12-28,12:01,107.16,107.2,107.1416,107.1667,25825
2015-12-28,12:02,107.24,107.27,107.16,107.16,54804
2015-12-28,12:03,107.23,107.265,107.21,107.24,26434
2015-12-28,12:04,107.188,107.25,107.17,107.231,29542
2015-12-28,12:05,107.19,107.2,107.16,107.18,15309
2015-12-28,12:06,107.26,107.265,107.1849,107.1849,35871
2015-12-28,12:07,107.25,107.275,107.22,107.2673,23107
2015-12-28,12:08,107.22,107.27,107.19,107.26,30135
2015-12-28,12:09,107.16,107.26,107.16,107.23,33204
2015-12-28,12:10,107.19,107.2,107.17,107.17,18685
2015-12-28,12:11,107.08,107.2,107.07,107.2,54509
2015-12-28,12:12,107.02,107.11,107.02,107.0799,50344
2015-12-28,12:13,107.09,107.09,107.02,107.02,16556
2015-12-28,12:14,106.9522,107.09,106.92,107.0816,64757
2015-12-28,12:15,106.9,106.98,106.9,106.95,99782
2015-12-28,12:16,106.87,106.914,106.85,106.91,78381
2015-12-28,12:17,106.97,106.97,106.86,106.87,54906
2015-12-28,12:18,107.02,107.02,106.96,106.98,27327
2015-12-28,12:19,107.02,107.06,107.01,107.03,37230
2015-12-28,12:20,107.0365,107.04,107,107.0161,27811
2015-12-28,12:21,106.96,107.03,106.96,107.03,23324
2015-12-28,12:22,106.95,106.98,106.92,106.95,31280
2015-12-28,12:23,106.8782,106.96,106.87,106.9575,61686
2015-12-28,12:24,106.913,106.9161,106.86,106.88,34802
2015-12-28,12:25,106.891,106.94,106.89,106.9127,23667
2015-12-28,12:26,106.874,106.9,106.86,106.89,22289
2015-12-28,12:27,106.885,106.9,106.86,106.88,23319
2015-12-28,12:28,106.969,106.97,106.8899,106.89,41474
2015-12-28,12:29,106.9401,107,106.93,106.96,37387
2015-12-28,12:30,106.985,106.99,106.9401,106.9447,20686
2015-12-28,12:31,106.931,107.03,106.93,106.985,48764
2015-12-28,12:32,106.9899,106.99,106.9339,106.9339,25863
2015-12-28,12:33,106.9801,107.01,106.96,106.99,48903
2015-12-28,12:34,106.99,107.04,106.975,106.988,17742
2015-12-28,12:35,107.01,107.01,106.9599,106.99,14220
2015-12-28,12:36,106.96,107.0299,106.96,107.02,20280
2015-12-28,12:37,106.94,106.9761,106.93,106.96,32218
2015-12-28,12:38,107,107,106.9441,106.95,29774
2015-12-28,12:39,107.0396,107.05,106.99,107,126053
2015-12-28,12:40,106.9673,107.0359,106.9601,107.0353,49486
2015-12-28,12:41,106.9401,106.989,106.9302,106.97,28708
2015-12-28,12:42,106.92,106.95,106.915,106.95,11650
2015-12-28,12:43,106.94,106.95,106.9201,106.93,15026
2015-12-28,12:44,106.91,106.94,106.882,106.94,26195
2015-12-28,12:45,106.925,106.94,106.91,106.92,15096
2015-12-28,12:46,106.88,106.94,106.88,106.9267,34010
2015-12-28,12:47,106.88,106.9,106.8678,106.887,25335
2015-12-28,12:48,106.9,106.9,106.87,106.87,23252
2015-12-28,12:49,106.932,106.94,106.88,106.9,33797
2015-12-28,12:50,107,107,106.9338,106.9338,41172
2015-12-28,12:51,107,107.05,106.963,107,22662
2015-12-28,12:52,107.05,107.075,107.0012,107.01,47724
2015-12-28,12:53,107.09,107.122,107.07,107.07,44142
2015-12-28,12:54,107.033,107.09,107.0296,107.09,21324
2015-12-28,12:55,107.08,107.095,107.033,107.033,52787
2015-12-28,12:56,107.01,107.09,107.01,107.071,32449
2015-12-28,12:57,106.923,107,106.91,107,42454
2015-12-28,12:58,107,107.0101,106.9136,106.9248,45501
2015-12-28,12:59,106.973,107,106.95,106.9999,25202
2015-12-28,13:00,106.98,107.02,106.96,106.9876,26129
2015-12-28,13:01,107.025,107.048,106.971,106.971,28169
2015-12-28,13:02,106.9998,107.03,106.9762,107.02,13797
2015-12-28,13:03,107.035,107.05,106.99,107,9761
2015-12-28,13:04,107.0157,107.07,107.01,107.0433,17718
2015-12-28,13:05,107,107.04,106.98,107.02,25617
2015-12-28,13:06,107.03,107.04,107,107.01,8998
2015-12-28,13:07,107.05,107.07,107.04,107.04,11361
2015-12-28,13:08,107.0399,107.08,107.02,107.05,31873
2015-12-28,13:09,106.99,107.0399,106.98,107.03,10652
2015-12-28,13:10,107.02,107.04,106.995,106.9999,13904
2015-12-28,13:11,107.0399,107.07,107.02,107.0299,15821
2015-12-28,13:12,107.05,107.08,107.02,107.04,24978
2015-12-28,13:13,107.06,107.09,107.05,107.06,13974
2015-12-28,13:14,107.1,107.19,107.0622,107.0622,104217
2015-12-28,13:15,107.05,107.12,107.03,107.1,49946
2015-12-28,13:16,107.06,107.145,107.0487,107.0487,25099
2015-12-28,13:17,107.1399,107.1399,107.035,107.06,30641
2015-12-28,13:18,107.15,107.155,107.11,107.14,21715
2015-12-28,13:19,107.15,107.1599,107.125,107.15,25146
2015-12-28,13:20,107.15,107.16,107.09,107.15,66272
2015-12-28,13:21,107.2001,107.2001,107.13,107.14,41154
2015-12-28,13:22,107.16,107.25,107.16,107.2038,43337
2015-12-28,13:23,107.0961,107.16,107.09,107.15,35967
2015-12-28,13:24,107.16,107.16,107.1,107.1,11122
2015-12-28,13:25,107.19,107.2,107.14,107.17,12681
2015-12-28,13:26,107.1575,107.23,107.1575,107.2,11475
2015-12-28,13:27,107.15,107.2,107.15,107.16,19361
2015-12-28,13:28,107.1327,107.154,107.12,107.15,27152
2015-12-28,13:29,107.11,107.14,107.1,107.13,20308
2015-12-28,13:30,107.15,107.15,107.11,107.11,9038
2015-12-28,13:31,107.21,107.22,107.1401,107.15,34160
2015-12-28,13:32,107.25,107.26,107.2005,107.21,62478
2015-12-28,13:33,107.34,107.34,107.24,107.249,74009
2015-12-28,13:34,107.2625,107.335,107.25,107.3301,76282
2015-12-28,13:35,107.26,107.29,107.23,107.27,30788
2015-12-28,13:36,107.28,107.28,107.24,107.26,32250
2015-12-28,13:37,107.25,107.29,107.23,107.27,21635
2015-12-28,13:38,107.25,107.26,107.23,107.24,18233
2015-12-28,13:39,107.14,107.24,107.13,107.24,69186
2015-12-28,13:40,107.16,107.16,107.1,107.13,43651
2015-12-28,13:41,107.17,107.195,107.16,107.16,27307
2015-12-28,13:42,107.13,107.16,107.08,107.16,41872
2015-12-28,13:43,107.1,107.146,107.09,107.14,19042
2015-12-28,13:44,107.08,107.105,107.045,107.0981,35684
2015-12-28,13:45,107.0437,107.09,107.01,107.09,29302
2015-12-28,13:46,107.0204,107.08,107.0204,107.05,22883
2015-12-28,13:47,107.0636,107.08,107.0225,107.0299,21292
2015-12-28,13:48,107.055,107.08,107.05,107.06,17587
2015-12-28,13:49,107.06,107.08,107.045,107.05,24688
2015-12-28,13:50,107.02,107.06,107.02,107.06,22928
2015-12-28,13:51,107.04,107.06,107.02,107.03,22586
2015-12-28,13:52,107.0599,107.06,107.01,107.036,14062
2015-12-28,13:53,107.0499,107.07,107.04,107.0575,31043
2015-12-28,13:54,106.93,107.06,106.921,107.05,62276
2015-12-28,13:55,106.881,106.98,106.881,106.9399,42232
2015-12-28,13:56,106.9558,106.96,106.88,106.88,20044
2015-12-28,13:57,106.9699,106.98,106.93,106.955,31143
2015-12-28,13:58,107.0065,107.015,106.959,106.97,36996
2015-12-28,13:59,106.93,107.02,106.93,107,40179
2015-12-28,14:00,106.96,106.97,106.93,106.95,46709
2015-12-28,14:01,106.95,106.98,106.94,106.95,30177
2015-12-28,14:02,106.995,106.999,106.95,106.955,16280
2015-12-28,14:03,107.06,107.06,106.981,106.9999,37101
2015-12-28,14:04,106.98,107.053,106.98,107.053,36815
2015-12-28,14:05,106.9663,106.98,106.951,106.98,22780
2015-12-28,14:06,106.975,106.9953,106.9551,106.965,19500
2015-12-28,14:07,107.0077,107.01,106.971,106.975,30624
2015-12-28,14:08,107.04,107.04,106.998,107.0075,38724
2015-12-28,14:09,107.04,107.05,107.02,107.0499,19795
2015-12-28,14:10,106.97,107.035,106.97,107.02,40686
2015-12-28,14:11,107,107.03,106.98,106.98,23347
2015-12-28,14:12,106.9258,107.01,106.91,107,48308
2015-12-28,14:13,106.9784,106.99,106.91,106.92,42857
2015-12-28,14:14,106.995,107.01,106.96,106.99,39973
2015-12-28,14:15,106.89,107,106.88,107,31891
2015-12-28,14:16,106.9299,106.9299,106.86,106.9,43814
2015-12-28,14:17,106.93,106.93,106.9,106.9201,24105
2015-12-28,14:18,106.9449,106.95,106.93,106.93,9368
2015-12-28,14:19,106.9722,106.98,106.94,106.9401,18767
2015-12-28,14:20,107,107.02,106.9701,106.975,48037
2015-12-28,14:21,107,107.02,107,107.0011,26508
2015-12-28,14:22,106.98,106.9975,106.9775,106.995,18064
2015-12-28,14:23,107.01,107.0175,106.98,106.9801,23980
2015-12-28,14:24,106.99,107.03,106.99,107.0053,28261
2015-12-28,14:25,106.97,107,106.951,106.9899,24812
2015-12-28,14:26,107.0175,107.0175,106.96,106.9699,19258
2015-12-28,14:27,107.04,107.05,107.0138,107.0175,22727
2015-12-28,14:28,107.05,107.055,107.032,107.0422,51752
2015-12-28,14:29,106.995,107.05,106.97,107.05,25763
2015-12-28,14:30,107.01,107.01,106.98,106.99,55480
2015-12-28,14:31,107,107.0099,106.99,107,18832
2015-12-28,14:32,106.999,107.01,106.98,107.005,19277
2015-12-28,14:33,106.9835,107,106.98,106.9968,29091
2015-12-28,14:34,106.95,106.985,106.9,106.98,59278
2015-12-28,14:35,106.93,106.96,106.91,106.95,29856
2015-12-28,14:36,106.86,106.941,106.85,106.94,52991
2015-12-28,14:37,106.925,106.94,106.845,106.85,66362
2015-12-28,14:38,106.9246,106.935,106.91,106.92,22426
2015-12-28,14:39,106.9,106.93,106.893,106.9239,41330
2015-12-28,14:40,106.9176,106.96,106.895,106.9,43201
2015-12-28,14:41,106.902,106.93,106.902,106.9163,21389
2015-12-28,14:42,106.9201,106.93,106.901,106.905,16605
2015-12-28,14:43,106.9175,106.93,106.91,106.925,24594
2015-12-28,14:44,106.85,106.92,106.85,106.92,53040
2015-12-28,14:45,106.87,106.88,106.8399,106.85,39938
2015-12-28,14:46,106.8638,106.91,106.86,106.86,25835
2015-12-28,14:47,106.83,106.87,106.82,106.87,42028
2015-12-28,14:48,106.8,106.85,106.8,106.835,48532
2015-12-28,14:49,106.8361,106.849,106.8,106.8051,27111
2015-12-28,14:50,106.87,106.89,106.81,106.83,18401
2015-12-28,14:51,106.907,106.92,106.863,106.868,49966
2015-12-28,14:52,106.9,106.91,106.87,106.9,14204
2015-12-28,14:53,106.93,106.93,106.89,106.9072,29887
2015-12-28,14:54,106.93,106.95,106.92,106.93,27010
2015-12-28,14:55,106.88,106.94,106.8535,106.9354,30763
2015-12-28,14:56,106.8462,106.88,106.83,106.88,32991
2015-12-28,14:57,106.8737,106.8737,106.8353,106.85,28275
2015-12-28,14:58,106.85,106.8953,106.83,106.88,26698
2015-12-28,14:59,106.855,106.86,106.8139,106.8485,30903
2015-12-28,15:00,106.815,106.88,106.79,106.865,27305
2015-12-28,15:01,106.869,106.87,106.81,106.82,42007
2015-12-28,15:02,106.83,106.8654,106.82,106.8649,30707
2015-12-28,15:03,106.78,106.84,106.77,106.83,40353
2015-12-28,15:04,106.71,106.78,106.69,106.771,97472
2015-12-28,15:05,106.72,106.761,106.71,106.71,47321
2015-12-28,15:06,106.745,106.76,106.7228,106.73,45536
2015-12-28,15:07,106.81,106.83,106.74,106.7401,54595
2015-12-28,15:08,106.78,106.8154,106.77,106.81,28878
2015-12-28,15:09,106.79,106.82,106.77,106.77,41510
2015-12-28,15:10,106.8251,106.85,106.79,106.7999,38762
2015-12-28,15:11,106.831,106.84,106.8001,106.82,26533
2015-12-28,15:12,106.825,106.8661,106.816,106.83,39621
2015-12-28,15:13,106.77,106.82,106.76,106.82,38282
2015-12-28,15:14,106.7935,106.8184,106.77,106.78,23188
2015-12-28,15:15,106.7899,106.82,106.77,106.8,32097
2015-12-28,15:16,106.77,106.8157,106.76,106.785,31901
2015-12-28,15:17,106.79,106.81,106.76,106.762,43360
2015-12-28,15:18,106.76,106.8,106.745,106.8,47347
2015-12-28,15:19,106.69,106.75,106.68,106.75,108211
2015-12-28,15:20,106.6788,106.7,106.67,106.69,69691
2015-12-28,15:21,106.68,106.69,106.64,106.67,62080
2015-12-28,15:22,106.71,106.77,106.68,106.6839,50905
2015-12-28,15:23,106.72,106.79,106.7,106.71,45200
2015-12-28,15:24,106.72,106.76,106.7,106.707,37409
2015-12-28,15:25,106.75,106.75,106.72,106.72,24015
2015-12-28,15:26,106.69,106.76,106.68,106.7501,52264
2015-12-28,15:27,106.655,106.69,106.64,106.6899,56611
2015-12-28,15:28,106.67,106.72,106.65,106.655,67993
2015-12-28,15:29,106.64,106.7,106.63,106.665,58937
2015-12-28,15:30,106.6801,106.7,106.64,106.64,47799
2015-12-28,15:31,106.66,106.693,106.62,106.69,73975
2015-12-28,15:32,106.6599,106.6739,106.63,106.6661,50864
2015-12-28,15:33,106.675,106.7,106.66,106.66,40498
2015-12-28,15:34,106.68,106.7,106.6511,106.68,26593
2015-12-28,15:35,106.715,106.72,106.6799,106.69,81439
2015-12-28,15:36,106.63,106.72,106.62,106.7199,82000
2015-12-28,15:37,106.665,106.67,106.625,106.629,47242
2015-12-28,15:38,106.62,106.7,106.62,106.67,69187
2015-12-28,15:39,106.64,106.66,106.6,106.62,76110
2015-12-28,15:40,106.635,106.65,106.61,106.64,38648
2015-12-28,15:41,106.663,106.67,106.62,106.63,48519
2015-12-28,15:42,106.6101,106.66,106.61,106.659,35114
2015-12-28,15:43,106.6001,106.62,106.6,106.62,52737
2015-12-28,15:44,106.615,106.65,106.6,106.61,38619
2015-12-28,15:45,106.6,106.62,106.58,106.6185,208909
2015-12-28,15:46,106.55,106.605,106.55,106.585,97475
2015-12-28,15:47,106.525,106.56,106.51,106.5595,132285
2015-12-28,15:48,106.59,106.6,106.52,106.53,89578
2015-12-28,15:49,106.575,106.6,106.565,106.59,81623
2015-12-28,15:50,106.565,106.59,106.51,106.575,107923
2015-12-28,15:51,106.57,106.6,106.55,106.57,118128
2015-12-28,15:52,106.585,106.59,106.54,106.5794,86611
2015-12-28,15:53,106.6375,106.64,106.58,106.585,124033
2015-12-28,15:54,106.69,106.7,106.63,106.6361,55369
2015-12-28,15:55,106.72,106.735,106.69,106.69,123911
2015-12-28,15:56,106.715,106.72,106.67,106.72,154053
2015-12-28,15:57,106.73,106.73,106.69,106.72,95514
2015-12-28,15:58,106.72,106.745,106.7101,106.73,104523
2015-12-28,15:59,106.68,106.73,106.64,106.72,128912
2015-12-28,16:00,106.82,106.83,106.66,106.67,2163939
